	title	category
841	Nattehimmelen over Sør-Norge lyste opp	norge
842	Kan elektronisk overvåkning av grensene stoppe terror?	amagasinet
843	Teater: På party med Stasi!	kultur
844	Forsvareren krevde legetilsyn da han møtte 15-åringen	norge
845	Narkodømt kvinne kan overføres fra Ecuador	verden
846	STUCK ep. 5: Desaparecida	verden
847	Ny lånegrense skal bremse boligmarkedet: - Bra for å dempe prispresset for førstegangskjøpere	okonomi
848	Språket vårt: Oppvakt	kultur
849	Øst-vest-kappløp om Willy Brandt	osloby
850	Hverdagsintegrering er årets nyord 2016	norge
851	Nekrolog: Ragnvald Kalleberg	personalia
852	Takk, Statoil! Tar dere ballen? | Ragnhild Freng Dale	meninger
853	Språket vårt: Pessimisme	kultur
854	Den digitale skandalen ingen vil eie | Hege Gundersen	meninger
855	Gjeng-tilknyttet mann siktet etter pubskyting i Oslo	osloby
856	Widerøe vil kjøpe jetfly	okonomi
857	Kronikk: Menn og sorg er det siste ingenmannsland | Torgeir W. Skancke	meninger
858	Produsenten av Corn Flakes anklaget for å spytte 45 millioner amerikanere i ansiktet	verden
859	Budsjettkaoset på to minutter	norge
860	Sluttstrek for 15 års strid - tomt blir park	osloby
861	Emojiene på museum i New York	verden
862	Kirurgen: «Jeg helte litt av innholdet i et plastglass og drakk vin på styrten»	amagasinet
863	Julequiz 2016	kultur
864	Nekrolog: Eva Irene Tuft	personalia
865	Nekrolog: Sigurd Syversen	personalia
866	66-åring dømt til åtte års fengsel for overgrep	norge
867	Thorleif Enger om Yara-frikjennelsen: Ikke ett menneske har snudd ryggen til	okonomi
868	435.000 mennesker har sett utstillingene i «+Munch»-serien	kultur
869	Verdens verste skatteparadiser ligger ikke så langt unna	okonomi
870	Dødstallene stiger i Istanbul - 235 pågrepet etter terrorangrepet	verden
871	Dansker vil unnskylde dansk-norsk slavekoloni - Folketinget sier nei	verden
872	Kortfilm: Kompisar	kultur
873	Flåsete bilde av barnevernsarbeiderne | Mimmi Kvisvik	meninger
874	PechaKucha: Mener barnevernets møte med barn må sys med skreddersøm	norge
875	Derfor ønsker vi oss en samisk Skam-karakter! | Cecilie-Kristiin Øien Thomsen	meninger
876	Are Kalvø: Kjem nasjonen til å fungere nokolunde også etter jul?	amagasinet
877	Erna Solbergs vaskeri | Trine Eilertsen	meninger
878	Frode Thuen: Nøkkelen til et godt samliv ligger i balansen mellom fornuft og følelser	amagasinet
879	Politiet mener restaurantskyting var målrettet angrep	osloby
880	BBC: Kina har tatt beslag i amerikansk undervannsfarkost	verden
881	Under streken	norge
882	Berlin-terroren: Her er politimennene som drepte den etterlyste tunisieren	verden
883	Slik får du gode shoppingopplevelser i Oslo sentrum i desember	osloby
884	Milliardær satser på dette selskapet fra Oslo	okonomi
885	Tre såret i angrep mot moské i Sveits	verden
886	Terje Tvedt: Godhetstyranniets far	amagasinet
887	Kort sagt 21. desember	meninger
888	Podkast fra Aftenposten: Skuddet på Toftøy	amagasinet
889	Politiet stormet inn i leiligheten mens familien sov. Det var bare ett problem: De var på helt feil sted	norge
890	Kommunereform på feil spor | Hermod Hay	meninger
891	Eit visst vedtak om ulv sette fyr i Facebook-feeden min i går. Idiotar der óg. Så mykje idiotar. | Ånond Vesaas	meninger
892	Kort sagt	meninger
893	Språket vårt: Komplimenter	kultur
894	Dagens quiz	kultur
895	Russland varsler «omfattende gjengjeldelse» mot USA etter sanksjoner	verden
896	Knasende sprø, søt og lekker	amagasinet
897	Ombudsmannen tar opp innesperring av barn på Trandum med Listhaug og Amundsen	norge
898	Flyforbud under Behring Breivik-saken	norge
899	Den britiske «kongefamilien» sprer juleglede med dette bildet	verden
900	IS-krigere ble drevet ut av oldtidsbyen Palmyra igjen	verden
901	Klarer du 15 spørsmål om statsbudsjettet?	okonomi
902	For 13 år siden visste de ingenting om ost. Nå lager de verdens beste.	okonomi
903	Ivar har brukt en måned på å stable ved: Har han Norges lengste stabel?	norge
904	Tommel opp, sukkertopp!	kultur
905	Nekrolog: Oddvar S. Kvam	personalia
906	Drapsdømt hushjelp nektes ny rettssak: – En klar saksbehandlingsfeil	norge
907	Kronikk: Skammens Aleppo | Bernard-Henri Lévy	kronikk
908	Du sparer lite på å hamstre drivstoff før nyttår	okonomi
909	Flere fylkestopper i Venstre åpner nå døren til Ap	norge
910	Si ;D-psykologen svarer om mani: Kan man være forelsket når man er manisk?	meninger
911	Gentiloni bedt om å danne regjering i Italia	verden
912	Protesterte mot fredstaler	norge
913	DNBs nettbank var nede	norge
914	N for nysgjerrig	amagasinet
915	Planene klare for ulvejakt i Hedmark	norge
916	Føler skam over at sorgen ikke går over	norge
917	Statoil saksøkes over ulykkesrigg	norge
918	Det er respektløst overfor folk flest å stemme for en lukrativ etterlønnsordning for politikere | Andreas C. Halse	meninger
919	Millioner av barn sulter i Jemen	verden
920	Trump valgte banktopp som økonomisk rådgiver	verden
921	Norge har 3 milliarder grantrær. Likevel importerer vi 300.000 juletrær	norge
922	Fleischers feiltrinn og andres | Lars Borgersrud	meninger
923	Nevøen til Berlin-mistenkt pågrepet i Tunisia	verden
924	God høytidsnøytral, kortreist og glutenfri jul, da! | Dollhouse	meninger
925	Kunnskapsminister, du må ikke juble for høyt	meninger
926	Politiet: - Sivilperson utførte førstehjelp på drapsofrene	norge
927	NRK: «Skam» solgt til USA	kultur
928	Hvem er redd for forandring? Ikke kirken | Jens-Petter Johnsen	meninger
929	Kissinger (93) stjal showet i Oslo Rådhus	verden
930	Det er ikke innholdet i fysikkfaget som er problemet	meninger
931	Ingen realfagskrise, hverken da eller nå | Audun Lysbakken	meninger
932	32-åring tilstår drapet på Egil Tostrup Bråten i 2002.	osloby
933	Ikke alle liker at kineserne bygger by til 100 milliarder dollar nær Singapore	okonomi
934	Frode Thuen svarer deg: Telefonen og TV tar for mye fokus	norge
935	Ektepar kjent skyldig i trippeldrap i lagmannsretten	verden
936	Aftenposten mener: Naturfaget må styrkes	meninger
937	Livet på toppen: Jeg er godtroende. Jeg tror beslutningene fattes rundt det riktige bordet.	okonomi
938	Faren til Birgitte Tengs fetter: «Tilståelsen er plukket i fillebiter. Vi er uendelig lettet»	norge
939	Kina-milliardær vil at norske Opera skal bli Afrikas svar på Amazon	okonomi
940	Aftenposten mener: Tåler ikke tvil om uavhengighet	meninger
941	Regjeringen hever maksstraffen til 40 års fengsel	norge
942	Den norske eliten føler seg foreløpig ikke helt fjern	amagasinet
943	Suzanne Paalgaard: Jeg har egentlig aldri fått julefølelse av «Jul i Blåfjell»	amagasinet
944	Årets bortforklaringer 2016	amagasinet
945	Frykter for norske TV-serier med ny TV 2-avtale	kultur
946	Har lite lyst til å snakke om russerne i Stortinget	norge
947	Ukens kunst: Stille stemning	kultur
948	Mobbing er blitt så vanlig at man slipper unna med det	meninger
949	Jordskjelv har rammet Indonesia	verden
950	Julequiz 2016	kultur
951	Dagens quiz	kultur
952	Aftenposten mener: Maktesløsheten i Aleppo	meninger
953	Rotteproblem ved Radiumhospitalet i Oslo	osloby
954	Aleppos fall er Assads største seier på seks år. Likevel kan det svekke ham.	verden
955	Betaler 772 mill. for kontorbygg på Tjuvholmen	osloby
956	I år trenger du ikke stresse med dette	okonomi
957	Landemerke tatt av uværet «Urd»  – Tryvannsgrana brakk	osloby
958	Julequiz 2016	kultur
959	Teknologimagasinet: Støydempende hodetelefoner, koster det mer enn det smaker?	viten
960	Under streken	norge
961	Nekrolog: Marianne Farstad	personalia
962	Uvær i fjellet - ikke bare bare å komme seg hjem ti jul	norge
963	Filippinene er herjet av kraftig tyfon	verden
964	Mer islamistisk terror i Europa | Anne Stenersen	meninger
965	Star Wars-skuespilleren Carrie Fisher er død	kultur
966	Boken som forteller sannheten om NATOs fiasko i Afghanistan	kultur
967	Under streken	norge
968	Kimi (9) døde da lillebroren (3) skjøt henne. Hvorfor klarer ikke familien å kvitte seg med våpnene sine?	verden
969	Aftenposten mener: Riktig å gjenåpne Birgitte Tengs-saken	meninger
970	Nekrolog: Jon Kvam	personalia
971	Nordmenn satte pakkerekord i desember	okonomi
972	Hør våre korrespondenter analysere 2017: Hele verden venter på denne mannen	verden
973	Asylpolitikk i terrorens skygge	meninger
974	To av tre tatt etter machete-ran i Oslo	osloby
975	Henry Kissinger er anklaget for militærkupp. I dag deltar han i samtale på Universitetet i Oslo.	norge
976	Nå har Solen snudd. Dagslyset varsler comeback.	norge
977	De syriske jentene laget en spesiell nyttårsgave til russiske soldater. Det endte med skandale.	verden
978	Fire store terrorangrep på et år: Nå slåss partiene i Europa om hvem som kan gjøre innbyggerne trygge.	verden
979	Grande: - I dag tar statsministeren regjeringen et steg til høyre, bort fra oss.	norge
980	Slik vil de fikse Oslos farligste holdeplass	osloby
981	Medietilsynet fører tilsyn med reklame på TV-kanalene	meninger
982	Det er ikke statlige tilsyn som skal bygge landet | Anne Siri Koksrud Bekkelund	meninger
983	Foreign Policy: Rasmus Hansson og Mette-Marit blant verdens ledende tenkere	norge
984	Dagens quiz	kultur
985	Frode Thuen svarer deg: Finnes det noen triks for å beholde lidenskapen?	norge
986	Så høyt har det nye Munchmuseet blitt på tre uker	osloby
987	Forholdet mellom Kina og Norge normalisert etter seks år med isfront	okonomi
988	Havnearbeidere tapte i Høyesterett	okonomi
989	Sidebygning til Tynset-hotell totalskadd i brann	norge
990	Kanye West besøkte Trump	kultur
991	Gynekolog siktet for overgrep	norge
992	Drapssiktet på Notodden erkjenner drap	norge
993	Elever ved flere skoler er berørt av drapet i Kristiansand	norge
994	LO-tillitsvalgt i Telenor truer med mistillit mot Brekke	okonomi
995	To siktede innrømmer tilknytning til drapssak i Søndre Land	norge
996	Skal vi sende alle legene og resten av våre offentlig ansatte på en obligatorisk julegudstjeneste? | Felix Volpe	meninger
997	Ingvild Tennfjord: Vin som vil glede under juletreet	amagasinet
998	Republikanere vil granske Russlands rolle i presidentvalget	verden
999	Omkom etter påkjørsel i Mjøndalen	norge
1000	Bråket rundt toppledelesen i Telenor: Ordknapp styreleder før styremøtet	okonomi
1001	Nekrolog: Oddvar S. Kvam	personalia
1002	To skadet da de forsøkte å hindre fyllekjøring	norge
1003	Fisker mistet livet i båtulykke i Bergen	norge
1004	Alf Folmer (95) solgte mokkabønner til kronprins Olav. Nå har han skrev historien om Rodeløkka.	osloby
1005	Skuespilleren ble nærmest voldtatt foran kamera. Gjør det filmen bedre eller dårligere?	kultur
1006	Språket vårt: Vrient for alle	kultur
1007	Et julemarked med sørgeflor | Nils Morten Udgaard	meninger
1008	Nå skal det hales og dras i grønne Grande	amagasinet
1009	Skam har endret danskenes syn på Norge | Kristoffer Flakstad	kronikk
1010	Ti strake bompengerekorder - her er siste oversikt	norge
1011	Funksjonshemmede utsettes for hatefulle ytringer | Mari Trommald	meninger
1012	Klimaforsker om budsjettkrangelen: – Det grønne skiftet er retorikk	norge
1013	Dansk politi arresterte åtte julenisser	verden
1014	Dikt: Kvelende tanker | Henrikke Zachariassen	meninger
1015	Putin vil ikke utvise amerikanske diplomater	verden
1016	Syden-reisende kan få seg en stor overraskelse	okonomi
1017	2016 blir lønnstagernes dårligste år siden 1970	okonomi
1018	Oslo-elever presterer best på nasjonale prøver	norge
1019	IS inviterer flyktninger til middager og bønnemøter. Så prøver de å rekruttere dem til terror.	verden
1020	Kinesisk partiorgan om normaliseringen: Norge har betalt dyrt og lært sin lekse	verden
1021	Musikk når døden banker på	kultur
1022	"Noregs Mållag avslo hyggekveld med Riksmålsforbundet for ikke å bli ""fly forbanna"""	kultur
1023	Mens nordmenn er besatt av å kjøpe egen bolig, er det helt vanlig å leie i resten av det rike Europa	verden
1024	Laksenæringen tapte mest på Kina-konflikten. Nå håper de på stor opptur	okonomi
1025	Person hentet med luftambulanse etter utforkjøring	norge
1026	Putin ser lyst på 2017: – Alt går etter planen	verden
1027	Etterforsker mulig dobbeltdrap i Sverige	verden
1028	Fem pågrepet etter avverget juleterror i Australia	verden
1029	Tusenvis dukket opp i 15-årsdag i Mexico	verden
1030	Mann døde i brann	norge
1031	Regjeringen vil kjøpe seg ut av krisen med pakke på 6 milliarder	norge
1032	Varetektsfengslet advokat presset for hundretusener	norge
1033	FIFAs nye idé provoserer Tjærnås: – Det er rett og slett et ubegripelig elendig forslag	norge
1034	Født i Afghanistan, oppvokst i Lier: – Ordvalg er viktig. Det må være underforstått at begge er nordmenn.	meninger
1035	Et sjokk, men ingen overraskelse | Frank Rossavik	meninger
1036	Hvordan kan man nå målene sine for 2017? Si ;D-psykologen gir ungdom råd [podkast]	meninger
1037	Terroren kan gjøre oss mer paranoide enn det vi tror | Shahram Shaygani	meninger
1038	Hva nå, Høyesterett – har dommere ytringsfrihet? | Sverre Asmervik	meninger
1039	Drone utkledd som måke kaster lys over skjult overvåking	kultur
1040	Konspirasjonsteoretikerne slår tilbake: Tror fortsatt Clinton leder pedofili-nettverk	verden
1041	Høyre: Cicero sammenligner epler og pærer. Cicero: OK, men bedre enn ingenting	okonomi
1042	Den gamle gravplassen i Aleppo ble fylt opp i fjor. I forrige uke var det fullt på den nye gravplassen.	verden
1043	Student hengt i Afghanistan	verden
1044	Ugreit i Kvadraturen | Janne Wilberg	meninger
1045	«Agnus Dei»: Hardt prøvede nonner	kultur
1046	Italia inn i utrygt farvann	meninger
1047	Putin møter presidenter fra tidligere Sovjet-stater	verden
1048	Blokkerte gaten med søppel da det ikke hadde blitt hentet på to uker	osloby
1049	Flystyrten i Svartehavet var neppe terror	verden
1050	Nominert til Årets osloborger: Frode Woldsund	osloby
1051	Aftenposten mener: Endelig avklaring i Colombia	meninger
1052	Aftenpostens filmanmeldere kårer årets beste filmer	kultur
1053	Aftenposten mener: Liten grunn til begeistring, ingen grunn til panikk	meninger
1054	Fire omkom i Oslo-trafikken i 2016	osloby
1055	Kan det bli fred i Syria etter slaget om Aleppo?	verden
1056	Kjenner du deg igjen? Slik så det ut bak Slottet før de store bygårdene og murvillaene	osloby
1057	Zelda og Super-Mario i spillkonsert med Oslo-Filharmonien	osloby
1058	I de to Alfenes viseverden	kultur
1059	Uendret rente fra Norges Bank i dag og «de neste årene»	okonomi
1060	I det storpolitiske spillet mellom Putin og japanerne brukes mange smarte triks. I potten ligger en historisk fredsavtale.	verden
1061	Kort sagt 15. desember	meninger
1062	FN: Hundrevis av sivile savnet under Aleppo-flukt	verden
1063	Barnevernet fortalte ikke mor at hennes samboer var overgrepsdømt. Barneministeren fastslår at barnevernet har informasjonsplikt.	norge
1064	Bevisvurderingen i overgrepssaker er komplisert	meninger
1065	Far nekter for vold mot ti uker gammel baby	norge
1066	Tog med 20 passasjerer sporet av på Rørosbanen	norge
1067	Donald Trumps Taiwan-samtale kan snu opp-ned på forholdet mellom verdens to mektigste land	nyhetsanalyse
1068	Paulo Coehlo som spionforfatter funker ganske bra	amagasinet
1069	Krigen i Syria fortsetter, mens vi ser Westworld og venter på neste brutale sesong av Game of Thrones | Benedicte April Jansen	meninger
1070	Putins spill med oljesjeikene sikrer Norge oljemilliarder	verden
1071	Et mer korrekt og nyansert bilde av barnevernsutdanningen | Alicja Olkowska	meninger
1072	Dødstallet stiger etter fyrverkerieksplosjon i Mexico	verden
1073	Rekordhøy kontantstøtte: mindre lønnsomt for lavtlønnede å jobbe	norge
1074	Restaurantanmeldelsen: Brukbar Ahaan-opplevelse	osloby
1075	Nå blir det dyrere å parkere i sykkelfeltet - hvis du blir tatt	osloby
1076	The Guardian: - Utøya-bygget er et av de ti viktigste i verden	kultur
1077	Ti pågrepet etter voldsepisoder i Oslo	osloby
1078	Fotolys i juletid	norge
1079	London-trafikken rett til himmels da Ryanair kom til Gardermoen	okonomi
1080	Norskpakistanere bør vise solidaritet med dødsdømt kristen kvinne | Maria Khan og Usman Ali Khan	meninger
1081	Språket vårt: Professorfritak	kultur
1082	Kinesiske menn bruker milliarder på virtuelle gaver til unge nettstjerner	amagasinet
1083	Her er Telenors Asia-problemer – land for land	okonomi
1084	Propagandaspillet om Syria	meninger
1085	Derfor ligner ikke Trumps nye regjering på noe USA har sett tidligere	verden
1086	– Jeg har lyst til å være sammen med dere, men klarer ikke være til stede	norge
1087	Har du en venn som avbryter eller avslutter dine setninger?	norge
1088	Står vi foran et sammenbrudd av verdensorden? | Henrik Thune	kultur
1089	Hver tiende nordmann får legebehandling for skade hvert år	norge
1090	Hva skjer med staten når den løsrives fra kirken? | Marius Timmann Mjaaland	kronikk
1091	Støttet Marine Le Pen i Klassekampen – fikk sparken som spaltist	kultur
1092	Det finnes et før og etter flyktningkrisen i den svenske offentligheten: De borgerlige avisene har beveget seg mot høyre | Mattias Hagberg	kronikk
1093	Norge gir 100 millioner til Boko Haram-ofre	verden
1094	– 90 prosent av vestlige jenter og kvinner ønsker å endre på kroppen. Vi er vitne til kulturell ødeleggelse.	kultur
1095	Kaceys lekne countryjul	kultur
1096	Over 4000 barn sendte inn tegninger. Tirsdag kåret Ylvis og Mette-Marit vinneren.	kultur
1097	Helhetlig innsats for utsatte barn må settes inn tidlig	kronikk
1098	Gjermund Cappelen hevder fem dødsfall var drap	norge
1099	PechaKucha: Hvorfor har vi hender?	norge
1100	Putin vender blikket hjem: - Vi har mange, mange problemer	verden
1101	«Katastrofal vannmangel» for 500.000 innbyggere i Mosul	verden
1102	Kunst i uroens tid - og seks ting du bør vite om abstrakt ekspresjonisme | Øystein Ustvedt	meninger
1103	Mann pågrepet i væpnet aksjon i Arendal	norge
1104	Takk, Skam, for at dere viser at det ikke trenger være så ille å være bipolar - som meg | Cathrine Smith	meninger
1105	Krig og militær strukturutvikling er for viktig til å overlates til insiderne alene | Harald Høiback	meninger
1106	Knivstukket kvinne og mann utenfor livsfare	norge
1107	«Hacksaw Ridge»: En studie i vold og enfold	kultur
1108	Nesten dobling av kontantstøtten med borgerlig styre	norge
1109	IKT-Norge ber Regjeringen lage DAB-app for å sjekke dekningen	kultur
1110	Statoil har et genuint ønske om dialog | Bjørn Otto Sverdrup	meninger
1111	Jente alvorlig skadet etter knivstikking på skole - gutt (17) siktet for drapsforsøk.	norge
1112	Telenor inngikk feilaktige leiekontrakter i Thailand	okonomi
1113	Historien om den mistenkte Anis Amri opprører tyskere: – Rystende hvordan sikkerhetstjenestene har arbeidet	verden
1114	Harald Stanghelle: Det første «den hellige familien» gjorde var å flykte. 2016 år senere er det Midtøstens kristne som forsvinner.	meninger
1115	Mann pågrepet etter skyting i Vestby	norge
1116	Listeria funnet i røykelaks og gravlaks	okonomi
1117	Statistisk sentralbyrå vil lage innvandrerstatistikk	norge
1118	Oppvekstdirektør etter dobbeldrapet: – Barn ned i 11-12-årsalderen er med i kriminelle miljøer	norge
1119	Mediefremtiden er næring og konkurranse | Kjartan Rødland	meninger
1120	Saftig smak av jul	amagasinet
1121	Under streken	norge
1122	Nekrolog: Ragnvald Kalleberg	personalia
1123	Trump hopper ikke etter Wirkola | Frank Rossavik	meninger
1124	Fredsprisen er blitt «ungdomsprisen» blant nobelprisene	verden
1125	Oslo-politiet bekymret over grovere ungdomskriminalitet	osloby
1126	Kongsberg Digital gjør millioninvestering for å revolusjonere kraftmarkedet	okonomi
1127	«Evolution»: Opprør mot matriarkatet	kultur
1128	Da Lillestrøm var minutter fra å bli blåst i stykker	amagasinet
1129	Trump skal ha hyllet diktator i telefonsamtale	verden
1130	Ribbe med påfølgende restefest	amagasinet
1131	Donald Trump redder 1000 arbeidsplasser på nabofabrikken. Nå håper Tim Mathis (51) at også han skal slippe å miste jobben.	verden
1132	En av tre funksjonshemmede utsatt for krenkende ytringer	norge
1133	Få jordmødre spør om den gravide blir slått	norge
1134	Vil lage folkefest av sjakk-VM i Oslo	osloby
1135	Lyden av skyting og håndgranater, skal det bli skolehverdagen på Tårnåsen? | Kathinka Seierstad Stokke	meninger
1136	Stockholmspolisens julebord gikk over styr	verden
1137	Tesla-eier vant i retten, sønnen kjørte likevel ikke i 82 km/t	osloby
1138	Bare retten får se Breiviks celler	norge
1139	Nekrolog: Rolf Trygve Busch	personalia
1140	Putin og Trump kåret til verdens mektigste personer	verden
1141	Ole Robert Sunde er assosiasjonens mester i norsk litteratur	kultur
1142	Restaurantanmeldelsen: Eldhuset holder koken	osloby
1143	Det katolske medlemsjukset er fortsatt juks | Ola Tjørhom	kronikk
1144	Aftenposten mener: Kampen mot overgrep må skjerpes	meninger
1145	Lea (3) fikk jernstang gjennom øye i barnehage – bydelen innrømmer svikt	osloby
1146	Dagens quiz	kultur
1147	Født i Romania, bor i Norge: – Jeg føler ikke jeg kan bruke bunad når jeg ikke har norske røtter.	meninger
1148	Tre av fire oljerigger uten kontrakt sommeren 2017	okonomi
1149	Vi kan hjelpe deg å finne en pelsdyrgård | Benjamin Fjellman	meninger
1150	- Julegjestene måtte ta med seg gavepapiret hjem	osloby
1151	Oljefondet vraker 15 kullavhengige selskaper	norge
1152	Restaurantanmeldelsen: Risboller på samlebåndet	osloby
1153	Nordens språkpris til «Skam»	kultur
1154	Hareide: Fortsatt mulighet for enighet om budsjett	norge
1155	10 tips for helgen	byliv
1156	Grønt lys for 225 kroner	norge
1157	Hvorfor blir halmbukken i Gävle brent ned - nesten hvert år?	amagasinet
1158	SSB tror oljenedturen nærmer seg slutten	okonomi
1159	Sjiraffen risikerer å bli utryddet	verden
1160	Nekrolog: Alf Monrad Knudsen	personalia
1161	Aftenposten mener | Prisveksten i Oslo må bremses	meninger
1162	Utenlandske fagutdanninger blir godkjent i Norge	norge
1163	«Min pappa Toni Erdmann»: Pappaen fra helvete	kultur
1164	SSB: Arbeidsledighet på 4,8 prosent i oktober	norge
1165	Utenrikspolitikken blir til mens han reiser	verden
1166	Fraktfly styrtet i Colombia	verden
1167	Hagen fikk 4. plass på Oslo Frps liste. Motkandidaten trakk seg	norge
1168	Helse Sør-Øst: – Vi kan også få Aker på plass før 2030	osloby
1169	Cannabis forverrer psykisk helse | Nesvåg, Ystrøm og Kvåle	meninger
1170	Politimann skutt i hodet ved politistasjon i Danmark	verden
1171	Født i Somalia, bor i Bodø: Når folk fremmedgjør meg, bryter de ned alt arbeidet jeg har gjort	meninger
1172	UDI ber Listhaug revurdere behandlingen av enslige asylbarn	norge
1173	3-åring lettere skadet i påkjørsel i Oslo	norge
1174	Gikk amok på NAV-kontoret	norge
1175	Nekrolog: Kjell Jøran Bråstad	personalia
1176	Private mener de kan få drift på Aker sykehus ti år tidligere enn det offentlige	osloby
1177	Født i Kongo, bor i Norge: – Det hadde vært kult å bli en del av majoriteten	meninger
1178	Vi må snakke om porno! | Kari Løvendahl Mogstad	meninger
1179	SSB: Det er ikke en boligboble som sprekker, men boligene vil bli billigere	okonomi
1180	Solbergs halvårlige pressekonferanse: Det som skjer i Aleppo er krigsforbrytelser	norge
1181	Gikk gjennom isen på Finse:   – Fryktelig skremmende	norge
1182	Studenter frykter at Westerdals-navnet skal bli borte	osloby
1183	Nekrolog: Njål R. Eide	personalia
1184	Politisk julefred med bismak | Trine Eilertsen	meninger
1185	Forskere må kreve sjekk av overskrifter og ingresser | Torkel Brekke	meninger
1186	Filippinenes president: - Jeg har skutt og drept tre personer	verden
1187	Stortingsrepresentantene tjener 400.000 mer enn folk flest - nå vil Unge Høyre kutte	norge
1188	Hva har Fantefilm tenkt på når Snekker Andersen fremstilles som emosjonelt tilbakestående barnemann? | Kristin Øygarden	meninger
1189	Carl I. Hagens kamp mot «klimahysteriet» i beste sendetid er én ting. En annen ting er medienes ansvar.  | Robert Bjørn	meninger
1190	Mange er redde i 2016. Dessverre er det blitt for lett å profittere på  frykten. | Helene Skjeggestad	meninger
1191	I asylstrømmen finnes også fiender av Vesten | Sylo Taraku	meninger
1192	Under streken	norge
1193	2017 ved et tros- og livssynspolitisk tidsskille | Linda Hofstad Helleland	meninger
1194	Minst 24 døde av giftig brennevin i Pakistan	verden
1195	Vi inkluderer ikke når vi gjør religiøse seremonier til en del av skolen | Haider Qureshi	meninger
1196	Thorleif Engers frifinnelse viser at Økokrim var overmodig	meninger
1197	Anmeldelse: Lars Vaular er klar for den store scenen	osloby
1198	Afghanistans ambassadør: – Dette er det verst tenkelige tidspunkt å sende flyktninger tilbake	norge
1199	Superfostermoren Ragnhild Kaaby (67) har tatt vare på 60 barn	amagasinet
1200	Jenter gjør det bedre enn gutter. Men når 16-åringene leser på engelsk, er det nesten ingen forskjell.	norge
1201	Jobbekspertene: Jeg bommet på jobb-bytte	okonomi
1202	Det farlige vitnesbyrdet | Hadia Tajik	meninger
1203	Oslos tidligere kinodirektør Geir Bergkastet blir ny direktør ved Operaen	kultur
1204	Denne siloen skal bli Sørlandets store kunssatsning	kultur
1205	Ap-ordfører: – Norsk lov er til for å brytes	norge
1206	STUCK ep. 1: Al borde de la muerte	verden
1207	Taxfreesalget: På tide å stanse sprit-subsidierte flyreiser | Une Aina Bastholm og Rasmus Hansson	meninger
1208	Facebook engasjerer faktasjekkere	verden
1209	Mann døde etter sykehusfeil	norge
1210	– Julen gir meg en klump i magen	norge
1211	Jeg er ikke gal, jeg har bare bipolar lidelse | Jeanette Luna Pettersen	meninger
1212	Sløve NSB-kunder fanges på direktetog: Skal fra Oslo til Sandvika, men havner i Tønsberg	norge
1213	Mellom 15 og 20 kommuner blir tvangssammenslått	norge
1214	Den blåblå regjeringen er tilgitt | Harald Stanghelle	meninger
1215	IS skulle være sunnimuslimenes befriere. Fasiten viser at ingen folkegruppe har lidd mer.	verden
1216	Kong Harald: – Litt uvirkelig å bli 80	norge
1217	Dansk 17-åring funnet død	verden
1218	Klimaskeptiker skal lede USAs miljødirektorat	verden
1219	Musikalen Cats kommer til Oslo Spektrum	byliv
1220	Utbygging av Opo-vassdraget: Unnskyld dem ikke!	meninger
1221	Nekrolog: Tom Nilsen	personalia
1222	Dette er årets beste nyheter	amagasinet
1223	SS-soldat etterlot millioner til skotsk landsby	verden
1224	Må ty til taxi for å levere lørdagsavisene	okonomi
1225	I skyggen av sin egen historie	kultur
1226	Kraftig jordskjelv ved Papua Ny-Guinea	verden
1227	Det heter ikke «barnepornografi» | Bjørn-Erik Ludvigsen og Lisa Øyen Fjøsna	meninger
1228	Dagens quiz	kultur
1229	Tak raste ned i hodet på fjerdeklassinger	norge
1230	På en søndag: Vi trenger kunnskap både i og om skolen	meninger
1231	Overgrepssak med 74 fornærmede ferdig etterforsket	norge
1232	Verdens ledere må anerkjenne at de har mislykkes | Stephen Hawking	meninger
1233	34-åring hadde hundrevis av slanger i bur og 119 nyfødte grisunger i fryseren	norge
1234	Det er vanskelig å se mulla Krekar som en reell trussel mot rikets sikkerhet | Lars Gule	meninger
1235	Uvær gir stengte fjelloverganger og kolonnekjøring	norge
1236	Dagens quiz	kultur
1237	Julenovellen: Driving home for Christmas	amagasinet
1238	Tre barn døde i brann i Finland	verden
1239	– Jeg savner henne alltid når vi ikke er sammen, og det blir enda verre når barnet kommer	norge
1240	Laveste antall henrettelser i USA på 25 år	verden
1241	Tyv fikk dårlig dag på jobb - fersket av hotelldirektøren	norge
1242	Ny skrekkbande kalt 3R sprer gru i afrikansk land	verden
1243	Tenåringsgutt alvorlig skadd i snøscooterulykke	norge
1244	Det vi skulle ha snakket mer om i 2016	meninger
1245	Her er luksuslandstedene russerne kastes ut av i USA	verden
1246	Presseetikk og jus 2016	norge
1247	Den tyske regjeringen foreslår bøter mot falske nyheter	kultur
1248	Endringer i kvadraturen? Ja, takk! | Victoria Marie Evensen og Frode Jacobsen	meninger
1249	15 år med testen som viser det du vil den skal vise | Helene Skjeggestad	meninger
1250	Det fossile hjørnet: Unge handikappede må betale mindre med nytt budsjett | Tone Wilhelmsen Trøen	meninger
1251	Kavalkade: Dette er de mest leste Si ;D-innleggene i 2016	meninger
1252	– Har trøstespist meg gjennom et vanskelig år	norge
1253	Carlsens rørende takk til faren: – Det beste mennesket jeg vet om	verden
1254	KrF-krav om kabinettsspørsmål fra Regjeringen	norge
